,icon,maxscore,certified fresh,fresh/rotten,genre(s),imdb score,likes,movie id,movie name,time period,release year,score,scorer
11610,AUDIENCE FRESH,100,1,fresh,"Action,Crime,Drama",64,,1518,Ghost in the Shell,2015,2017,89,audience
11611,CERTIFIED FRESH,100,1,fresh,"Action,Crime,Drama",64,,1518,Ghost in the Shell,2015,2017,96,critic
11612,AUDIENCE ROTTEN,100,1,fresh,"Action,Comedy,Fantasy",53,3455.0,1519,Ghostbusters,2015,2016,52,audience
11613,CERTIFIED FRESH,100,1,fresh,"Action,Comedy,Fantasy",53,3455.0,1519,Ghostbusters,2015,2016,74,critic
11630,AUDIENCE FRESH,100,0,rotten,"Drama,History",67,,1520,Ghosts of Mississippi,1995,1996,62,audience
11631,CRITIC ROTTEN,100,0,rotten,"Drama,History",67,,1520,Ghosts of Mississippi,1995,1996,45,critic
11632,AUDIENCE ROTTEN,100,0,rotten,"Comedy,Fantasy,Horror",40,,1521,Ghoulies,1980,1984,20,audience
11633,CRITIC ROTTEN,100,0,rotten,"Comedy,Fantasy,Horror",40,,1521,Ghoulies,1980,1984,0,critic
11634,AUDIENCE FRESH,100,1,fresh,"Comedy,Drama,Romance",61,422.0,1522,Gigantic,2005,2008,89,audience
11635,CERTIFIED FRESH,100,1,fresh,"Comedy,Drama,Romance",61,422.0,1522,Gigantic,2005,2008,82,critic
11670,AUDIENCE ROTTEN,100,0,rotten,"Comedy,Crime,Romance",24,,1523,Gigli,2000,2003,12,audience
11671,CRITIC ROTTEN,100,0,rotten,"Comedy,Crime,Romance",24,,1523,Gigli,2000,2003,6,critic
11672,AUDIENCE FRESH,100,1,fresh,"Drama,Fantasy,Horror",68,798.0,1524,Ginger Snaps,2000,2000,78,audience
11673,CERTIFIED FRESH,100,1,fresh,"Drama,Fantasy,Horror",68,798.0,1524,Ginger Snaps,2000,2000,89,critic
11684,AUDIENCE ROTTEN,100,0,rotten,"Comedy,Drama",50,,1525,Girl 6,1995,1996,36,audience
11685,CRITIC ROTTEN,100,0,rotten,"Comedy,Drama",50,,1525,Girl 6,1995,1996,33,critic
11686,AUDIENCE FRESH,100,0,rotten,"Biography,Drama",74,3433.0,1526,"Girl, Interrupted",1995,1999,84,audience
11687,CRITIC ROTTEN,100,0,rotten,"Biography,Drama",74,3433.0,1526,"Girl, Interrupted",1995,1999,54,critic
11698,AUDIENCE FRESH,100,1,fresh,"Drama,Sport",68,,1527,Girlfight,2000,2000,74,audience
11699,CERTIFIED FRESH,100,1,fresh,"Drama,Sport",68,,1527,Girlfight,2000,2000,87,critic
11700,AUDIENCE FRESH,100,0,rotten,"Comedy,Music,Romance",60,,1528,Girls Just Want to Have Fun,1985,1985,77,audience
11701,CRITIC ROTTEN,100,0,rotten,"Comedy,Music,Romance",60,,1528,Girls Just Want to Have Fun,1985,1985,38,critic
11702,AUDIENCE FRESH,100,0,fresh,"Biography,Comedy,Drama",76,,1529,"Give 'em Hell, Harry!",1975,1975,82,audience
11703,CRITIC FRESH,100,0,fresh,"Biography,Comedy,Drama",76,,1529,"Give 'em Hell, Harry!",1975,1975,100,critic
11704,AUDIENCE FRESH,100,1,fresh,"Action,Drama,Sport",65,5281.0,1530,Gladiator,1990,1992,87,audience
11705,CERTIFIED FRESH,100,1,fresh,"Action,Drama,Sport",65,5281.0,1530,Gladiator,1990,1992,76,critic
11710,AUDIENCE FRESH,100,0,fresh,"Documentary,Biography,Music",74,,1531,Glass: A Portrait of Philip in Twelve Parts,2005,2007,80,audience
11711,CRITIC FRESH,100,0,fresh,"Documentary,Biography,Music",74,,1531,Glass: A Portrait of Philip in Twelve Parts,2005,2007,84,critic
11712,AUDIENCE FRESH,100,1,fresh,"Crime,Drama,Mystery",78,583.0,1532,Glengarry Glen Ross,1990,1992,88,audience
11713,CERTIFIED FRESH,100,1,fresh,"Crime,Drama,Mystery",78,583.0,1532,Glengarry Glen Ross,1990,1992,94,critic
11742,AUDIENCE ROTTEN,100,0,rotten,"Drama,Music,Romance",22,,1533,Glitter,2000,2001,45,audience
11743,CRITIC ROTTEN,100,0,rotten,"Drama,Music,Romance",22,,1533,Glitter,2000,2001,7,critic
11744,AUDIENCE ROTTEN,100,0,rotten,"Drama,History,Thriller",65,12.0,1534,Glorious 39,2005,2009,43,audience
11745,CRITIC ROTTEN,100,0,rotten,"Drama,History,Thriller",65,12.0,1534,Glorious 39,2005,2009,43,critic
11750,AUDIENCE ROTTEN,100,0,rotten,Comedy,59,27.0,1535,Goats,2010,2012,39,audience
11751,CRITIC ROTTEN,100,0,rotten,Comedy,59,27.0,1535,Goats,2010,2012,19,critic
11758,AUDIENCE FRESH,100,0,fresh,"Comedy,Crime",72,506.0,1536,God Bless America,2010,2011,68,audience
11759,CRITIC FRESH,100,0,fresh,"Comedy,Crime",72,506.0,1536,God Bless America,2010,2011,67,critic
11764,AUDIENCE FRESH,100,0,fresh,"Documentary,Biography,Music",75,,1537,God Bless Ozzy Osbourne,2010,2011,80,audience
11765,CRITIC FRESH,100,0,fresh,"Documentary,Biography,Music",75,,1537,God Bless Ozzy Osbourne,2010,2011,67,critic
11766,AUDIENCE ROTTEN,100,0,fresh,"Drama,Musical,Romance",64,,1538,God Help the Girl,2010,2014,59,audience
11767,CRITIC FRESH,100,0,fresh,"Drama,Musical,Romance",64,,1538,God Help the Girl,2010,2014,68,critic
11768,AUDIENCE ROTTEN,100,0,fresh,"Crime,Horror,Sci-Fi",63,,1539,God Told Me To,1975,1976,51,audience
11769,CRITIC FRESH,100,0,fresh,"Crime,Horror,Sci-Fi",63,,1539,God Told Me To,1975,1976,78,critic
11770,AUDIENCE FRESH,100,0,rotten,"Biography,Drama,History",63,,1540,Gods and Generals,2000,2003,64,audience
11771,CRITIC ROTTEN,100,0,rotten,"Biography,Drama,History",63,,1540,Gods and Generals,2000,2003,8,critic
11772,AUDIENCE FRESH,100,1,fresh,"Biography,Drama",75,,1541,Gods and Monsters,1995,1998,83,audience
11773,CERTIFIED FRESH,100,1,fresh,"Biography,Drama",75,,1541,Gods and Monsters,1995,1998,95,critic
11774,AUDIENCE FRESH,100,0,fresh,Musical,65,,1542,Godspell,1970,1973,71,audience
11775,CRITIC FRESH,100,0,fresh,Musical,65,,1542,Godspell,1970,1973,62,critic
11776,AUDIENCE ROTTEN,100,0,rotten,"Action,Sci-Fi,Thriller",53,1350.0,1543,Godzilla,1995,1998,28,audience
11777,CRITIC ROTTEN,100,0,rotten,"Action,Sci-Fi,Thriller",53,1350.0,1543,Godzilla,1995,1998,16,critic
11780,AUDIENCE FRESH,100,1,fresh,"Action,Adventure,Sci-Fi",64,1350.0,1544,Godzilla,2010,2014,66,audience
11781,CERTIFIED FRESH,100,1,fresh,"Action,Adventure,Sci-Fi",64,1350.0,1544,Godzilla,2010,2014,74,critic
11784,AUDIENCE ROTTEN,100,0,fresh,"Comedy,Crime,Romance",63,,1545,Goin' South,1975,1978,50,audience
11785,CRITIC FRESH,100,0,fresh,"Comedy,Crime,Romance",63,,1545,Goin' South,1975,1978,71,critic
11786,AUDIENCE ROTTEN,100,0,fresh,"Comedy,Drama",57,,1546,Going All the Way,1995,1997,24,audience
11787,CRITIC FRESH,100,0,fresh,"Comedy,Drama",57,,1546,Going All the Way,1995,1997,71,critic
11788,AUDIENCE FRESH,100,1,fresh,"Documentary,Biography,History",77,,1547,Going Upriver: The Long War of John Kerry,2000,2004,65,audience
11789,CERTIFIED FRESH,100,1,fresh,"Documentary,Biography,History",77,,1547,Going Upriver: The Long War of John Kerry,2000,2004,89,critic
11790,AUDIENCE FRESH,100,0,fresh,"Comedy,Crime,Drama",72,,1548,Going in Style,1975,1979,73,audience
11791,CRITIC FRESH,100,0,fresh,"Comedy,Crime,Drama",72,,1548,Going in Style,1975,1979,90,critic
11792,AUDIENCE ROTTEN,100,0,rotten,"Adventure,Drama,Family",60,,1549,Gold Diggers: The Secret of Bear Mountain,1995,1995,51,audience
11793,CRITIC ROTTEN,100,0,rotten,"Adventure,Drama,Family",60,,1549,Gold Diggers: The Secret of Bear Mountain,1995,1995,50,critic
11794,AUDIENCE FRESH,100,1,fresh,"Action,Adventure,Thriller",72,,1550,GoldenEye,1995,1995,83,audience
11795,CERTIFIED FRESH,100,1,fresh,"Action,Adventure,Thriller",72,,1550,GoldenEye,1995,1995,78,critic
11796,AUDIENCE ROTTEN,100,0,rotten,"Drama,Mystery,Thriller",59,262.0,1551,Gone,2010,2012,42,audience
11797,CRITIC ROTTEN,100,0,rotten,"Drama,Mystery,Thriller",59,262.0,1551,Gone,2010,2012,11,critic
11814,AUDIENCE FRESH,100,1,fresh,"Crime,Drama,Mystery",77,1167.0,1552,Gone Baby Gone,2005,2007,86,audience
11815,CERTIFIED FRESH,100,1,fresh,"Crime,Drama,Mystery",77,1167.0,1552,Gone Baby Gone,2005,2007,94,critic
11836,AUDIENCE ROTTEN,100,0,rotten,"Comedy,Crime",47,,1553,Gone Fishin',1995,1997,36,audience
11837,CRITIC ROTTEN,100,0,rotten,"Comedy,Crime",47,,1553,Gone Fishin',1995,1997,4,critic
11838,AUDIENCE ROTTEN,100,0,rotten,"Comedy,Romance",62,,1554,Good Advice,2000,2001,49,audience
11839,CRITIC ROTTEN,100,0,rotten,"Comedy,Romance",62,,1554,Good Advice,2000,2001,29,critic
11840,AUDIENCE FRESH,100,0,rotten,"Comedy,Family",57,272.0,1555,Good Burger,1995,1997,63,audience
11841,CRITIC ROTTEN,100,0,rotten,"Comedy,Family",57,272.0,1555,Good Burger,1995,1997,32,critic
11848,AUDIENCE ROTTEN,100,1,fresh,"Drama,Thriller,War",64,,1556,Good Kill,2010,2014,49,audience
11849,CERTIFIED FRESH,100,1,fresh,"Drama,Thriller,War",64,,1556,Good Kill,2010,2014,75,critic
11850,AUDIENCE ROTTEN,100,0,rotten,"Comedy,Fantasy,Romance",56,757.0,1557,Good Luck Chuck,2005,2007,57,audience
11851,CRITIC ROTTEN,100,0,rotten,"Comedy,Fantasy,Romance",56,757.0,1557,Good Luck Chuck,2005,2007,5,critic
11870,AUDIENCE FRESH,100,1,fresh,"Biography,Comedy,Drama",73,580.0,1558,"Good Morning, Vietnam",1985,1987,82,audience
11871,CERTIFIED FRESH,100,1,fresh,"Biography,Comedy,Drama",73,580.0,1558,"Good Morning, Vietnam",1985,1987,90,critic
11892,AUDIENCE FRESH,100,0,fresh,"Biography,Drama,Music",72,,1559,Good Vibrations,2010,2012,82,audience
11893,CRITIC FRESH,100,0,fresh,"Biography,Drama,Music",72,,1559,Good Vibrations,2010,2012,94,critic
11894,AUDIENCE FRESH,100,1,fresh,Drama,83,4861.0,1560,Good Will Hunting,1995,1997,94,audience
11895,CERTIFIED FRESH,100,1,fresh,Drama,83,4861.0,1560,Good Will Hunting,1995,1997,97,critic
11908,AUDIENCE ROTTEN,100,0,rotten,"Comedy,Crime,Mystery",57,,1561,Goodbye Lover,1995,1998,40,audience
11909,CRITIC ROTTEN,100,0,rotten,"Comedy,Crime,Mystery",57,,1561,Goodbye Lover,1995,1998,29,critic
11910,AUDIENCE FRESH,100,1,fresh,"Comedy,Sport",68,204.0,1562,Goon,2010,2011,70,audience
11911,CERTIFIED FRESH,100,1,fresh,"Comedy,Sport",68,204.0,1562,Goon,2010,2011,82,critic
11916,AUDIENCE ROTTEN,100,0,rotten,"Comedy,Drama,Family",39,,1563,Gordy,1995,1995,23,audience
11917,CRITIC ROTTEN,100,0,rotten,"Comedy,Drama,Family",39,,1563,Gordy,1995,1995,26,critic
11918,AUDIENCE ROTTEN,100,0,fresh,"Crime,Drama,Mystery",68,,1564,Gorky Park,1980,1983,59,audience
11919,CRITIC FRESH,100,0,fresh,"Crime,Drama,Mystery",68,,1564,Gorky Park,1980,1983,78,critic
11920,AUDIENCE FRESH,100,1,fresh,"Comedy,Drama,Mystery",73,170.0,1565,Gosford Park,2000,2001,78,audience
11921,CERTIFIED FRESH,100,1,fresh,"Comedy,Drama,Mystery",73,170.0,1565,Gosford Park,2000,2001,86,critic
11942,AUDIENCE ROTTEN,100,0,rotten,Horror,58,,1566,Gothic,1985,1986,49,audience
11943,CRITIC ROTTEN,100,0,rotten,Horror,58,,1566,Gothic,1985,1986,50,critic
11944,AUDIENCE ROTTEN,100,0,rotten,"Horror,Mystery,Thriller",58,427.0,1567,Gothika,2000,2003,45,audience
11945,CRITIC ROTTEN,100,0,rotten,"Horror,Mystery,Thriller",58,427.0,1567,Gothika,2000,2003,14,critic
11958,AUDIENCE ROTTEN,100,0,rotten,"Biography,Drama,History",69,54.0,1568,Goya's Ghosts,2005,2006,57,audience
11959,CRITIC ROTTEN,100,0,rotten,"Biography,Drama,History",69,54.0,1568,Goya's Ghosts,2005,2006,30,critic
11968,AUDIENCE ROTTEN,100,0,fresh,"Comedy,Horror,Sci-Fi",63,19.0,1569,Grabbers,2010,2012,51,audience
11969,CRITIC FRESH,100,0,fresh,"Comedy,Horror,Sci-Fi",63,19.0,1569,Grabbers,2010,2012,72,critic
11972,AUDIENCE FRESH,100,0,fresh,Drama,68,,1570,Grace Is Gone,2005,2007,60,audience
11973,CRITIC FRESH,100,0,fresh,Drama,68,,1570,Grace Is Gone,2005,2007,62,critic
11974,AUDIENCE ROTTEN,100,0,fresh,"Biography,Drama,Sport",62,,1571,Gracie,2005,2007,58,audience
11975,CRITIC FRESH,100,0,fresh,"Biography,Drama,Sport",62,,1571,Gracie,2005,2007,60,critic
11976,AUDIENCE ROTTEN,100,0,rotten,"Drama,Music,Musical",43,,1572,Graffiti Bridge,1990,1990,40,audience
11977,CRITIC ROTTEN,100,0,rotten,"Drama,Music,Musical",43,,1572,Graffiti Bridge,1990,1990,15,critic
11978,AUDIENCE FRESH,100,1,fresh,Drama,82,2647.0,1573,Gran Torino,2005,2008,90,audience
11979,CERTIFIED FRESH,100,1,fresh,Drama,82,2647.0,1573,Gran Torino,2005,2008,80,critic
11984,AUDIENCE ROTTEN,100,0,rotten,"Action,Comedy,Crime",54,,1574,Grand Theft Auto,1975,1977,35,audience
11985,CRITIC ROTTEN,100,0,rotten,"Action,Comedy,Crime",54,,1574,Grand Theft Auto,1975,1977,25,critic
11986,AUDIENCE ROTTEN,100,0,rotten,"Adventure,Comedy,Drama",61,,1575,Grand Theft Parsons,2000,2003,52,audience
11987,CRITIC ROTTEN,100,0,rotten,"Adventure,Comedy,Drama",61,,1575,Grand Theft Parsons,2000,2003,46,critic
11988,AUDIENCE FRESH,100,0,rotten,Comedy,70,1677.0,1576,Grandma's Boy,2005,2006,85,audience
11989,CRITIC ROTTEN,100,0,rotten,Comedy,70,1677.0,1576,Grandma's Boy,2005,2006,16,critic
12004,AUDIENCE ROTTEN,100,0,fresh,Horror,61,359.0,1577,Grave Encounters,2010,2011,49,audience
12005,CRITIC FRESH,100,0,fresh,Horror,61,359.0,1577,Grave Encounters,2010,2011,62,critic
12010,AUDIENCE ROTTEN,100,0,rotten,Horror,51,139.0,1578,Grave Encounters 2,2010,2012,27,audience
12011,CRITIC ROTTEN,100,0,rotten,Horror,51,139.0,1578,Grave Encounters 2,2010,2012,25,critic
12036,AUDIENCE ROTTEN,100,0,fresh,"Adventure,Drama,History",62,,1579,Gray Lady Down,1975,1978,35,audience
12037,CRITIC FRESH,100,0,fresh,"Adventure,Drama,History",62,,1579,Gray Lady Down,1975,1978,60,critic
12038,AUDIENCE ROTTEN,100,0,rotten,"Comedy,Romance",58,82.0,1580,Gray Matters,2005,2006,45,audience
12039,CRITIC ROTTEN,100,0,rotten,"Comedy,Romance",58,82.0,1580,Gray Matters,2005,2006,8,critic
12054,AUDIENCE FRESH,100,0,rotten,"Comedy,Drama",69,,1581,Gray's Anatomy,1995,1996,75,audience
12055,CRITIC ROTTEN,100,0,rotten,"Comedy,Drama",69,,1581,Gray's Anatomy,1995,1996,53,critic
12056,AUDIENCE FRESH,100,1,fresh,"Musical,Romance",72,2436.0,1582,Grease,1975,1978,87,audience
12057,CERTIFIED FRESH,100,1,fresh,"Musical,Romance",72,2436.0,1582,Grease,1975,1978,76,critic
12060,AUDIENCE ROTTEN,100,0,rotten,"Comedy,Drama,Musical",42,,1583,Grease 2,1980,1982,53,audience
12061,CRITIC ROTTEN,100,0,rotten,"Comedy,Drama,Musical",42,,1583,Grease 2,1980,1982,32,critic
12062,AUDIENCE ROTTEN,100,0,fresh,"Drama,Romance",64,145.0,1584,Great Expectations,2010,2012,49,audience
12063,CRITIC FRESH,100,0,fresh,"Drama,Romance",64,145.0,1584,Great Expectations,2010,2012,65,critic
12072,AUDIENCE ROTTEN,100,0,rotten,Comedy,63,,1585,Greedy,1990,1994,48,audience
12073,CRITIC ROTTEN,100,0,rotten,Comedy,63,,1585,Greedy,1990,1994,29,critic
12074,AUDIENCE ROTTEN,100,0,rotten,"Comedy,Drama,Romance",62,49.0,1586,Green Card,1990,1990,50,audience
12075,CRITIC ROTTEN,100,0,rotten,"Comedy,Drama,Romance",62,49.0,1586,Green Card,1990,1990,56,critic
12112,AUDIENCE ROTTEN,100,0,rotten,"Action,Adventure,Sci-Fi",56,1514.0,1587,Green Lantern,2010,2011,45,audience
12113,CRITIC ROTTEN,100,0,rotten,"Action,Adventure,Sci-Fi",56,1514.0,1587,Green Lantern,2010,2011,26,critic
12142,AUDIENCE FRESH,100,0,rotten,"Crime,Drama,Sport",75,,1588,Green Street Hooligans,2005,2005,87,audience
12143,CRITIC ROTTEN,100,0,rotten,"Crime,Drama,Sport",75,,1588,Green Street Hooligans,2005,2005,48,critic
12144,AUDIENCE ROTTEN,100,1,fresh,"Comedy,Drama,Romance",61,160.0,1589,Greenberg,2010,2010,42,audience
12145,CERTIFIED FRESH,100,1,fresh,"Comedy,Drama,Romance",61,160.0,1589,Greenberg,2010,2010,75,critic
12156,AUDIENCE FRESH,100,0,fresh,"Comedy,Drama,Romance",71,26.0,1590,Gregory's Girl,1980,1980,82,audience
12157,CRITIC FRESH,100,0,fresh,"Comedy,Drama,Romance",71,26.0,1590,Gregory's Girl,1980,1980,93,critic
12176,AUDIENCE FRESH,100,1,fresh,"Comedy,Fantasy,Horror",72,1913.0,1591,Gremlins,1980,1984,78,audience
12177,CERTIFIED FRESH,100,1,fresh,"Comedy,Fantasy,Horror",72,1913.0,1591,Gremlins,1980,1984,84,critic
12194,AUDIENCE ROTTEN,100,0,fresh,"Comedy,Fantasy,Horror",63,430.0,1592,Gremlins 2: The New Batch,1990,1990,56,audience
12195,CRITIC FRESH,100,0,fresh,"Comedy,Fantasy,Horror",63,430.0,1592,Gremlins 2: The New Batch,1990,1990,69,critic
12210,AUDIENCE FRESH,100,0,fresh,"Documentary,Comedy,Drama",77,194.0,1593,Grey Gardens,1975,1975,85,audience
12211,CRITIC FRESH,100,0,fresh,"Documentary,Comedy,Drama",77,194.0,1593,Grey Gardens,1975,1975,93,critic
12218,AUDIENCE ROTTEN,100,0,rotten,"Biography,Drama,Western",60,,1594,Grey Owl,1995,1999,56,audience
12219,CRITIC ROTTEN,100,0,rotten,"Biography,Drama,Western",60,,1594,Grey Owl,1995,1999,17,critic
12220,AUDIENCE FRESH,100,0,rotten,"Crime,Drama,Sport",69,177.0,1595,Gridiron Gang,2005,2006,81,audience
12221,CRITIC ROTTEN,100,0,rotten,"Crime,Drama,Sport",69,177.0,1595,Gridiron Gang,2005,2006,43,critic
12244,AUDIENCE FRESH,100,0,fresh,"Comedy,Crime,Drama",70,19.0,1596,Gridlock'd,1995,1997,79,audience
12245,CRITIC FRESH,100,0,fresh,"Comedy,Crime,Drama",70,19.0,1596,Gridlock'd,1995,1997,88,critic
12248,AUDIENCE FRESH,100,1,fresh,"Action,Horror,Thriller",76,1890.0,1597,Grindhouse,2005,2007,87,audience
12249,CERTIFIED FRESH,100,1,fresh,"Action,Horror,Thriller",76,1890.0,1597,Grindhouse,2005,2007,83,critic
12276,AUDIENCE FRESH,100,1,fresh,"Documentary,Biography",78,,1598,Grizzly Man,2005,2005,85,audience
12277,CERTIFIED FRESH,100,1,fresh,"Documentary,Biography",78,,1598,Grizzly Man,2005,2005,92,critic
12278,AUDIENCE FRESH,100,0,rotten,"Drama,Music",65,33.0,1599,Groove,2000,2000,80,audience
12279,CRITIC ROTTEN,100,0,rotten,"Drama,Music",65,33.0,1599,Groove,2000,2000,57,critic
12284,AUDIENCE ROTTEN,100,0,rotten,Drama,61,,1600,Gross Anatomy,1985,1989,53,audience
12285,CRITIC ROTTEN,100,0,rotten,Drama,61,,1600,Gross Anatomy,1985,1989,30,critic
12286,AUDIENCE FRESH,100,1,fresh,"Action,Comedy,Crime",74,385.0,1601,Grosse Pointe Blank,1995,1997,87,audience
12287,CERTIFIED FRESH,100,1,fresh,"Action,Comedy,Crime",74,385.0,1601,Grosse Pointe Blank,1995,1997,80,critic
12308,AUDIENCE FRESH,100,1,fresh,"Comedy,Fantasy,Romance",80,2952.0,1602,Groundhog Day,1990,1993,88,audience
12309,CERTIFIED FRESH,100,1,fresh,"Comedy,Fantasy,Romance",80,2952.0,1602,Groundhog Day,1990,1993,96,critic
12330,AUDIENCE FRESH,100,0,rotten,Comedy,60,1958.0,1603,Grown Ups,2010,2010,62,audience
12331,CRITIC ROTTEN,100,0,rotten,Comedy,60,1958.0,1603,Grown Ups,2010,2010,10,critic
12338,AUDIENCE ROTTEN,100,0,rotten,Comedy,54,556.0,1604,Grown Ups 2,2010,2013,53,audience
12339,CRITIC ROTTEN,100,0,rotten,Comedy,54,556.0,1604,Grown Ups 2,2010,2013,7,critic
12356,AUDIENCE FRESH,100,0,fresh,"Comedy,Drama,Romance",70,121.0,1605,Grumpy Old Men,1990,1993,74,audience
12357,CRITIC FRESH,100,0,fresh,"Comedy,Drama,Romance",70,121.0,1605,Grumpy Old Men,1990,1993,62,critic
12368,AUDIENCE FRESH,100,1,fresh,"Action,Adventure,Sci-Fi",81,,1606,Guardians of the Galaxy,2010,2014,92,audience
12369,CERTIFIED FRESH,100,1,fresh,"Action,Adventure,Sci-Fi",81,,1606,Guardians of the Galaxy,2010,2014,91,critic
12370,AUDIENCE ROTTEN,100,0,rotten,"Comedy,Drama",62,,1607,Guarding Tess,1990,1994,48,audience
12371,CRITIC ROTTEN,100,0,rotten,"Comedy,Drama",62,,1607,Guarding Tess,1990,1994,58,critic
12372,AUDIENCE ROTTEN,100,0,rotten,"Comedy,Romance",59,372.0,1608,Guess Who,2005,2005,49,audience
12373,CRITIC ROTTEN,100,0,rotten,"Comedy,Romance",59,372.0,1608,Guess Who,2005,2005,42,critic
12400,AUDIENCE ROTTEN,100,0,rotten,"Crime,Drama,Thriller",56,,1609,Guilty as Sin,1990,1993,34,audience
12401,CRITIC ROTTEN,100,0,rotten,"Crime,Drama,Thriller",56,,1609,Guilty as Sin,1990,1993,40,critic
12402,AUDIENCE ROTTEN,100,0,fresh,Drama,65,,1610,Guilty by Suspicion,1990,1991,54,audience
12403,CRITIC FRESH,100,0,fresh,Drama,65,,1610,Guilty by Suspicion,1990,1991,65,critic
12404,AUDIENCE FRESH,100,0,rotten,"Comedy,Drama",67,881.0,1611,Gummo,1995,1997,73,audience
12405,CRITIC ROTTEN,100,0,rotten,"Comedy,Drama",67,881.0,1611,Gummo,1995,1997,33,critic
12424,AUDIENCE ROTTEN,100,0,rotten,"Comedy,Crime,Romance",57,,1612,Gun Shy,2000,2000,36,audience
12425,CRITIC ROTTEN,100,0,rotten,"Comedy,Crime,Romance",57,,1612,Gun Shy,2000,2000,24,critic
12426,AUDIENCE ROTTEN,100,0,rotten,"Action,Drama",42,,1613,Gymkata,1985,1985,39,audience
12427,CRITIC ROTTEN,100,0,rotten,"Action,Drama",42,,1613,Gymkata,1985,1985,17,critic
12428,AUDIENCE ROTTEN,100,0,rotten,Comedy,43,,1614,H.O.T.S.,1975,1979,21,audience
12429,CRITIC ROTTEN,100,0,rotten,Comedy,43,,1614,H.O.T.S.,1975,1979,33,critic
12430,AUDIENCE FRESH,100,0,fresh,"Drama,Family",81,,1615,Hachi: A Dog's Tale,2005,2009,84,audience
12431,CRITIC FRESH,100,0,fresh,"Drama,Family",81,,1615,Hachi: A Dog's Tale,2005,2009,62,critic
12432,AUDIENCE FRESH,100,0,rotten,"Comedy,Crime,Drama",62,665.0,1616,Hackers,1995,1995,68,audience
12433,CRITIC ROTTEN,100,0,rotten,"Comedy,Crime,Drama",62,665.0,1616,Hackers,1995,1995,32,critic
12440,AUDIENCE FRESH,100,0,fresh,"Comedy,Drama,Musical",76,119.0,1617,Hair,1975,1979,88,audience
12441,CRITIC FRESH,100,0,fresh,"Comedy,Drama,Musical",76,119.0,1617,Hair,1975,1979,89,critic
12444,AUDIENCE FRESH,100,1,fresh,"Comedy,Drama,Family",70,1376.0,1618,Hairspray,1985,1988,84,audience
12445,CERTIFIED FRESH,100,1,fresh,"Comedy,Drama,Family",70,1376.0,1618,Hairspray,1985,1988,91,critic
12456,AUDIENCE FRESH,100,1,fresh,"Comedy,Drama,Music",67,1376.0,1619,Hairspray,2005,2007,84,audience
12457,CERTIFIED FRESH,100,1,fresh,"Comedy,Drama,Music",67,1376.0,1619,Hairspray,2005,2007,91,critic
12468,AUDIENCE FRESH,100,0,rotten,"Comedy,Crime",67,1332.0,1620,Half Baked,1995,1998,81,audience
12469,CRITIC ROTTEN,100,0,rotten,"Comedy,Crime",67,1332.0,1620,Half Baked,1995,1998,29,critic
12490,AUDIENCE ROTTEN,100,0,rotten,"Drama,Horror,Mystery",60,,1621,Half Light,2005,2006,46,audience
12491,CRITIC ROTTEN,100,0,rotten,"Drama,Horror,Mystery",60,,1621,Half Light,2005,2006,25,critic
12492,AUDIENCE ROTTEN,100,0,rotten,"Thriller,Drama",54,,1622,Half Moon Street,1985,1986,32,audience
12493,CRITIC ROTTEN,100,0,rotten,"Thriller,Drama",54,,1622,Half Moon Street,1985,1986,50,critic
12494,AUDIENCE FRESH,100,1,fresh,Drama,72,737.0,1623,Half Nelson,2005,2006,83,audience
12495,CERTIFIED FRESH,100,1,fresh,Drama,72,737.0,1623,Half Nelson,2005,2006,90,critic
12510,AUDIENCE ROTTEN,100,0,rotten,"Action,Crime,Thriller",46,5.0,1624,Half Past Dead,2000,2002,37,audience
12511,CRITIC ROTTEN,100,0,rotten,"Action,Crime,Thriller",46,5.0,1624,Half Past Dead,2000,2002,3,critic
12516,AUDIENCE ROTTEN,100,0,rotten,"Comedy,Romance",59,491.0,1625,Hall Pass,2010,2011,40,audience
12517,CRITIC ROTTEN,100,0,rotten,"Comedy,Romance",59,491.0,1625,Hall Pass,2010,2011,34,critic
12550,AUDIENCE ROTTEN,100,0,rotten,"Fantasy,Horror",61,,1626,Halloween,2005,2007,59,audience
12551,CRITIC ROTTEN,100,0,rotten,"Fantasy,Horror",61,,1626,Halloween,2005,2007,25,critic
12552,AUDIENCE ROTTEN,100,0,rotten,"Horror,Thriller",59,,1627,Halloween 4: The Return of Michael Myers,1985,1988,53,audience
12553,CRITIC ROTTEN,100,0,rotten,"Horror,Thriller",59,,1627,Halloween 4: The Return of Michael Myers,1985,1988,29,critic
